# _root_ In a strongly worded response summarizing a filing made in the same court yesterday , GE asserted that `` prosecutors have misstated the testimony of witnesses , distorted documents and ignored important facts . ''
#goldHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,9,17,17,0,21,21,21,17,30,24,22,24,25,30,30,28,21,30,33,31,17,17,
#predictedHeads=17,5,4,5,1,5,8,6,8,9,13,13,10,17,17,17,0,21,21,21,17,21,24,22,24,25,22,30,28,22,30,33,31,17,17,
(4,5),(4,8),-0.032864 # DEPENDENCYPART_SIBL
(4,5),(4,9),-0.0202246 # DEPENDENCYPART_SIBL
(4,5),(4,10),0.0244446 # DEPENDENCYPART_SIBL
(4,5),(4,14),0.0626724 # DEPENDENCYPART_SIBL
(4,5),(4,21),-0.0224428 # DEPENDENCYPART_SIBL
(4,5),(4,34),0.00838678 # DEPENDENCYPART_SIBL
(4,6),(4,8),-0.0199455 # DEPENDENCYPART_SIBL
(4,6),(4,9),-0.0170672 # DEPENDENCYPART_SIBL
(4,6),(4,10),0.00196441 # DEPENDENCYPART_SIBL
(4,6),(4,14),0.0542186 # DEPENDENCYPART_SIBL
(4,6),(4,21),-0.0169799 # DEPENDENCYPART_SIBL
(4,6),(4,34),0.00878778 # DEPENDENCYPART_SIBL
(4,8),(4,9),-0.0227649 # DEPENDENCYPART_SIBL
(4,8),(4,10),0.0250844 # DEPENDENCYPART_SIBL
(4,8),(4,14),0.0555418 # DEPENDENCYPART_SIBL
(4,8),(4,21),-0.0249832 # DEPENDENCYPART_SIBL
(4,8),(4,34),-0.00895032 # DEPENDENCYPART_SIBL
(4,9),(4,10),-0.00164527 # DEPENDENCYPART_SIBL
(4,9),(4,14),0.0474992 # DEPENDENCYPART_SIBL
(4,9),(4,21),-0.00647474 # DEPENDENCYPART_SIBL
(4,9),(4,34),0.0123833 # DEPENDENCYPART_SIBL
(4,10),(4,14),0.104608 # DEPENDENCYPART_SIBL
(4,10),(4,21),-0.0334752 # DEPENDENCYPART_SIBL
(4,10),(4,34),-0.0155174 # DEPENDENCYPART_SIBL
(4,14),(4,21),0.0021189 # DEPENDENCYPART_SIBL
(4,14),(4,34),0.0513133 # DEPENDENCYPART_SIBL
(4,21),(4,34),-0.00204492 # DEPENDENCYPART_SIBL
(5,1),(5,2),-0.0301784 # DEPENDENCYPART_SIBL
(5,1),(5,3),-0.00983801 # DEPENDENCYPART_SIBL
(5,1),(5,4),-0.0230617 # DEPENDENCYPART_SIBL
(5,1),(5,6),-0.0339639 # DEPENDENCYPART_SIBL
(5,1),(5,7),-0.0587305 # DEPENDENCYPART_SIBL
(5,1),(5,8),-0.0326506 # DEPENDENCYPART_SIBL
(5,1),(5,9),-0.0295288 # DEPENDENCYPART_SIBL
(5,1),(5,10),-0.00168239 # DEPENDENCYPART_SIBL
(5,2),(5,3),0.0467116 # DEPENDENCYPART_SIBL
(5,2),(5,4),0.200705 # DEPENDENCYPART_SIBL
(5,2),(5,6),0.285523 # DEPENDENCYPART_SIBL
(5,2),(5,7),-0.0272401 # DEPENDENCYPART_SIBL
(5,2),(5,8),-0.0244758 # DEPENDENCYPART_SIBL
(5,2),(5,9),0.3045 # DEPENDENCYPART_SIBL
(5,2),(5,10),0.0694119 # DEPENDENCYPART_SIBL
(5,3),(5,4),0.00825303 # DEPENDENCYPART_SIBL
(5,3),(5,6),-0.00403764 # DEPENDENCYPART_SIBL
(5,3),(5,7),-0.0698464 # DEPENDENCYPART_SIBL
(5,3),(5,8),0.00532883 # DEPENDENCYPART_SIBL
(5,3),(5,9),0.00188316 # DEPENDENCYPART_SIBL
(5,3),(5,10),0.0352136 # DEPENDENCYPART_SIBL
(5,4),(5,6),-0.0453235 # DEPENDENCYPART_SIBL
(5,4),(5,7),-0.071053 # DEPENDENCYPART_SIBL
(5,4),(5,8),0.0050718 # DEPENDENCYPART_SIBL
(5,4),(5,9),-0.044795 # DEPENDENCYPART_SIBL
(5,4),(5,10),0.0283304 # DEPENDENCYPART_SIBL
(5,6),(5,7),-0.00815 # DEPENDENCYPART_SIBL
(5,6),(5,8),-0.010488 # DEPENDENCYPART_SIBL
(5,6),(5,9),-0.00497099 # DEPENDENCYPART_SIBL
(5,6),(5,10),-0.00461838 # DEPENDENCYPART_SIBL
(5,7),(5,8),-0.0198935 # DEPENDENCYPART_SIBL
(5,7),(5,9),-0.0464062 # DEPENDENCYPART_SIBL
(5,7),(5,10),-0.0912649 # DEPENDENCYPART_SIBL
(5,8),(5,9),-0.0159764 # DEPENDENCYPART_SIBL
(5,8),(5,10),-0.00159941 # DEPENDENCYPART_SIBL
(5,9),(5,10),0.00284169 # DEPENDENCYPART_SIBL
(6,1),(6,2),-0.0100536 # DEPENDENCYPART_SIBL
(6,1),(6,4),-0.0287602 # DEPENDENCYPART_SIBL
(6,1),(6,5),0.0379334 # DEPENDENCYPART_SIBL
(6,1),(6,7),-0.0653765 # DEPENDENCYPART_SIBL
(6,1),(6,8),0.00343969 # DEPENDENCYPART_SIBL
(6,1),(6,9),0.0182033 # DEPENDENCYPART_SIBL
(6,1),(6,10),-0.0371108 # DEPENDENCYPART_SIBL
(6,1),(6,13),0.00136862 # DEPENDENCYPART_SIBL
(6,1),(6,14),-0.0169474 # DEPENDENCYPART_SIBL
(6,1),(6,15),-0.0377575 # DEPENDENCYPART_SIBL
(6,1),(6,17),0.00498921 # DEPENDENCYPART_SIBL
(6,1),(6,21),0.0101756 # DEPENDENCYPART_SIBL
(6,1),(6,22),0.00589451 # DEPENDENCYPART_SIBL
(6,1),(6,30),0.00642315 # DEPENDENCYPART_SIBL
(6,1),(6,34),0.0418348 # DEPENDENCYPART_SIBL
(6,1),(6,35),0.0287172 # DEPENDENCYPART_SIBL
(6,2),(6,4),-0.024939 # DEPENDENCYPART_SIBL
(6,2),(6,5),-0.0312773 # DEPENDENCYPART_SIBL
(6,2),(6,7),-0.0631495 # DEPENDENCYPART_SIBL
(6,2),(6,8),-0.0394152 # DEPENDENCYPART_SIBL
(6,2),(6,9),0.00257987 # DEPENDENCYPART_SIBL
(6,2),(6,10),0.0531079 # DEPENDENCYPART_SIBL
(6,2),(6,13),-0.054561 # DEPENDENCYPART_SIBL
(6,2),(6,14),-0.0310054 # DEPENDENCYPART_SIBL
(6,2),(6,15),-0.0501466 # DEPENDENCYPART_SIBL
(6,2),(6,17),-0.00731565 # DEPENDENCYPART_SIBL
(6,2),(6,21),-0.0575911 # DEPENDENCYPART_SIBL
(6,2),(6,22),-0.00641748 # DEPENDENCYPART_SIBL
(6,2),(6,30),-0.0104692 # DEPENDENCYPART_SIBL
(6,2),(6,34),0.0116904 # DEPENDENCYPART_SIBL
(6,2),(6,35),0.0429828 # DEPENDENCYPART_SIBL
(6,4),(6,5),-0.00558651 # DEPENDENCYPART_SIBL
(6,4),(6,7),-0.0912025 # DEPENDENCYPART_SIBL
(6,4),(6,8),0.0130395 # DEPENDENCYPART_SIBL
(6,4),(6,9),-0.0102171 # DEPENDENCYPART_SIBL
(6,4),(6,10),-0.0110027 # DEPENDENCYPART_SIBL
(6,4),(6,13),0.000101503 # DEPENDENCYPART_SIBL
(6,4),(6,14),-0.00241792 # DEPENDENCYPART_SIBL
(6,4),(6,15),-0.0465774 # DEPENDENCYPART_SIBL
(6,4),(6,17),-0.011438 # DEPENDENCYPART_SIBL
(6,4),(6,21),-0.0464029 # DEPENDENCYPART_SIBL
(6,4),(6,22),-0.0105397 # DEPENDENCYPART_SIBL
(6,4),(6,30),-6.0658e-05 # DEPENDENCYPART_SIBL
(6,4),(6,34),0.0297535 # DEPENDENCYPART_SIBL
(6,4),(6,35),-0.0266976 # DEPENDENCYPART_SIBL
(6,5),(6,7),-0.12844 # DEPENDENCYPART_SIBL
(6,5),(6,8),-0.00165571 # DEPENDENCYPART_SIBL
(6,5),(6,9),0.0194222 # DEPENDENCYPART_SIBL
(6,5),(6,10),-0.0203938 # DEPENDENCYPART_SIBL
(6,5),(6,13),-0.0211427 # DEPENDENCYPART_SIBL
(6,5),(6,14),-0.0230681 # DEPENDENCYPART_SIBL
(6,5),(6,15),-0.0016641 # DEPENDENCYPART_SIBL
(6,5),(6,17),-0.00869559 # DEPENDENCYPART_SIBL
(6,5),(6,21),0.0102524 # DEPENDENCYPART_SIBL
(6,5),(6,22),-0.00600502 # DEPENDENCYPART_SIBL
(6,5),(6,30),0.0169898 # DEPENDENCYPART_SIBL
(6,5),(6,34),0.0200603 # DEPENDENCYPART_SIBL
(6,5),(6,35),0.0195998 # DEPENDENCYPART_SIBL
(6,7),(6,8),-0.0405634 # DEPENDENCYPART_SIBL
(6,7),(6,9),-0.0485961 # DEPENDENCYPART_SIBL
(6,7),(6,10),-0.0998014 # DEPENDENCYPART_SIBL
(6,7),(6,13),-0.0402245 # DEPENDENCYPART_SIBL
(6,7),(6,14),0.0206895 # DEPENDENCYPART_SIBL
(6,7),(6,15),-0.0593492 # DEPENDENCYPART_SIBL
(6,7),(6,17),-0.0456899 # DEPENDENCYPART_SIBL
(6,7),(6,21),-0.0571908 # DEPENDENCYPART_SIBL
(6,7),(6,22),-0.0444821 # DEPENDENCYPART_SIBL
(6,7),(6,30),-0.0527005 # DEPENDENCYPART_SIBL
(6,7),(6,34),-0.049412 # DEPENDENCYPART_SIBL
(6,7),(6,35),-0.0544824 # DEPENDENCYPART_SIBL
(6,8),(6,9),-0.0227642 # DEPENDENCYPART_SIBL
(6,8),(6,10),0.0250844 # DEPENDENCYPART_SIBL
(6,8),(6,13),-0.0439303 # DEPENDENCYPART_SIBL
(6,8),(6,14),0.0555418 # DEPENDENCYPART_SIBL
(6,8),(6,15),0.00454984 # DEPENDENCYPART_SIBL
(6,8),(6,17),-0.0107328 # DEPENDENCYPART_SIBL
(6,8),(6,21),-0.0249825 # DEPENDENCYPART_SIBL
(6,8),(6,22),-0.00952492 # DEPENDENCYPART_SIBL
(6,8),(6,30),-0.0397853 # DEPENDENCYPART_SIBL
(6,8),(6,34),-0.0089502 # DEPENDENCYPART_SIBL
(6,8),(6,35),-0.0129308 # DEPENDENCYPART_SIBL
(6,9),(6,10),-0.00164527 # DEPENDENCYPART_SIBL
(6,9),(6,13),-0.0264883 # DEPENDENCYPART_SIBL
(6,9),(6,14),0.0474992 # DEPENDENCYPART_SIBL
(6,9),(6,15),0.0340704 # DEPENDENCYPART_SIBL
(6,9),(6,17),-0.0121788 # DEPENDENCYPART_SIBL
(6,9),(6,21),-0.00647401 # DEPENDENCYPART_SIBL
(6,9),(6,22),-0.0109709 # DEPENDENCYPART_SIBL
(6,9),(6,30),-0.0610638 # DEPENDENCYPART_SIBL
(6,9),(6,34),0.0123834 # DEPENDENCYPART_SIBL
(6,9),(6,35),0.0221956 # DEPENDENCYPART_SIBL
(6,10),(6,13),-0.00779083 # DEPENDENCYPART_SIBL
(6,10),(6,14),0.104608 # DEPENDENCYPART_SIBL
(6,10),(6,15),0.00678321 # DEPENDENCYPART_SIBL
(6,10),(6,17),-0.0172852 # DEPENDENCYPART_SIBL
(6,10),(6,21),-0.0334745 # DEPENDENCYPART_SIBL
(6,10),(6,22),-0.0160774 # DEPENDENCYPART_SIBL
(6,10),(6,30),-0.0221673 # DEPENDENCYPART_SIBL
(6,10),(6,34),-0.0155173 # DEPENDENCYPART_SIBL
(6,10),(6,35),-0.0557879 # DEPENDENCYPART_SIBL
(6,13),(6,14),0.062236 # DEPENDENCYPART_SIBL
(6,13),(6,15),0.0133323 # DEPENDENCYPART_SIBL
(6,13),(6,17),-0.00183632 # DEPENDENCYPART_SIBL
(6,13),(6,21),-0.0161829 # DEPENDENCYPART_SIBL
(6,13),(6,22),-0.000628418 # DEPENDENCYPART_SIBL
(6,13),(6,30),-0.0380266 # DEPENDENCYPART_SIBL
(6,13),(6,34),-0.000537832 # DEPENDENCYPART_SIBL
(6,13),(6,35),-0.00986983 # DEPENDENCYPART_SIBL
(6,14),(6,15),0.0327411 # DEPENDENCYPART_SIBL
(6,14),(6,17),0.0183459 # DEPENDENCYPART_SIBL
(6,14),(6,21),0.00211964 # DEPENDENCYPART_SIBL
(6,14),(6,22),0.0195538 # DEPENDENCYPART_SIBL
(6,14),(6,30),-0.0217813 # DEPENDENCYPART_SIBL
(6,14),(6,34),0.0513134 # DEPENDENCYPART_SIBL
(6,14),(6,35),0.00319629 # DEPENDENCYPART_SIBL
(6,15),(6,17),0.0395477 # DEPENDENCYPART_SIBL
(6,15),(6,21),0.052023 # DEPENDENCYPART_SIBL
(6,15),(6,22),0.043171 # DEPENDENCYPART_SIBL
(6,15),(6,30),-0.00866272 # DEPENDENCYPART_SIBL
(6,15),(6,34),0.00704475 # DEPENDENCYPART_SIBL
(6,15),(6,35),0.0295409 # DEPENDENCYPART_SIBL
(6,17),(6,21),-0.0169821 # DEPENDENCYPART_SIBL
(6,17),(6,22),-0.0221811 # DEPENDENCYPART_SIBL
(6,17),(6,30),-0.0623656 # DEPENDENCYPART_SIBL
(6,17),(6,34),0.00878455 # DEPENDENCYPART_SIBL
(6,17),(6,35),0.0173693 # DEPENDENCYPART_SIBL
(6,21),(6,22),-0.011286 # DEPENDENCYPART_SIBL
(6,21),(6,30),-0.0646893 # DEPENDENCYPART_SIBL
(6,21),(6,34),-0.00204479 # DEPENDENCYPART_SIBL
(6,21),(6,35),0.0483926 # DEPENDENCYPART_SIBL
(6,22),(6,30),-0.0623636 # DEPENDENCYPART_SIBL
(6,22),(6,34),0.0087879 # DEPENDENCYPART_SIBL
(6,22),(6,35),0.0173713 # DEPENDENCYPART_SIBL
(6,30),(6,34),0.00758697 # DEPENDENCYPART_SIBL
(6,30),(6,35),0.0178682 # DEPENDENCYPART_SIBL
(6,34),(6,35),0.114215 # DEPENDENCYPART_SIBL
(8,2),(8,3),0.0445551 # DEPENDENCYPART_SIBL
(8,2),(8,4),0.197167 # DEPENDENCYPART_SIBL
(8,2),(8,5),0.0235291 # DEPENDENCYPART_SIBL
(8,2),(8,6),0.197167 # DEPENDENCYPART_SIBL
(8,2),(8,7),-0.274448 # DEPENDENCYPART_SIBL
(8,2),(8,9),0.333755 # DEPENDENCYPART_SIBL
(8,2),(8,10),0.10732 # DEPENDENCYPART_SIBL
(8,2),(8,11),-0.0375377 # DEPENDENCYPART_SIBL
(8,2),(8,12),0.117546 # DEPENDENCYPART_SIBL
(8,2),(8,13),0.0127341 # DEPENDENCYPART_SIBL
(8,2),(8,15),-0.0714471 # DEPENDENCYPART_SIBL
(8,2),(8,16),0.0311024 # DEPENDENCYPART_SIBL
(8,2),(8,17),0.311274 # DEPENDENCYPART_SIBL
(8,2),(8,19),0.231299 # DEPENDENCYPART_SIBL
(8,2),(8,27),-0.0714471 # DEPENDENCYPART_SIBL
(8,3),(8,4),0.00836522 # DEPENDENCYPART_SIBL
(8,3),(8,5),0.00283928 # DEPENDENCYPART_SIBL
(8,3),(8,6),0.00836522 # DEPENDENCYPART_SIBL
(8,3),(8,7),0.0170391 # DEPENDENCYPART_SIBL
(8,3),(8,9),0.0107341 # DEPENDENCYPART_SIBL
(8,3),(8,10),0.0513163 # DEPENDENCYPART_SIBL
(8,3),(8,11),-0.0705045 # DEPENDENCYPART_SIBL
(8,3),(8,12),0.00739909 # DEPENDENCYPART_SIBL
(8,3),(8,13),0.0259546 # DEPENDENCYPART_SIBL
(8,3),(8,15),-0.00120202 # DEPENDENCYPART_SIBL
(8,3),(8,16),0.0354851 # DEPENDENCYPART_SIBL
(8,3),(8,17),0.00306117 # DEPENDENCYPART_SIBL
(8,3),(8,19),-0.0280511 # DEPENDENCYPART_SIBL
(8,3),(8,27),-0.00120202 # DEPENDENCYPART_SIBL
(8,4),(8,5),0.00327557 # DEPENDENCYPART_SIBL
(8,4),(8,6),0.0264316 # DEPENDENCYPART_SIBL
(8,4),(8,7),0.00962237 # DEPENDENCYPART_SIBL
(8,4),(8,9),-0.0414769 # DEPENDENCYPART_SIBL
(8,4),(8,10),0.0379474 # DEPENDENCYPART_SIBL
(8,4),(8,11),-0.080029 # DEPENDENCYPART_SIBL
(8,4),(8,12),-0.0209801 # DEPENDENCYPART_SIBL
(8,4),(8,13),0.0161118 # DEPENDENCYPART_SIBL
(8,4),(8,15),0.00495574 # DEPENDENCYPART_SIBL
(8,4),(8,16),0.0271961 # DEPENDENCYPART_SIBL
(8,4),(8,17),-0.0437576 # DEPENDENCYPART_SIBL
(8,4),(8,19),-0.0315311 # DEPENDENCYPART_SIBL
(8,4),(8,27),0.00495574 # DEPENDENCYPART_SIBL
(8,5),(8,6),0.0379913 # DEPENDENCYPART_SIBL
(8,5),(8,7),-0.0572159 # DEPENDENCYPART_SIBL
(8,5),(8,9),-0.00952419 # DEPENDENCYPART_SIBL
(8,5),(8,10),0.0119169 # DEPENDENCYPART_SIBL
(8,5),(8,11),-0.0987997 # DEPENDENCYPART_SIBL
(8,5),(8,12),0.0138149 # DEPENDENCYPART_SIBL
(8,5),(8,13),0.0264007 # DEPENDENCYPART_SIBL
(8,5),(8,15),0.0469216 # DEPENDENCYPART_SIBL
(8,5),(8,16),0.0498424 # DEPENDENCYPART_SIBL
(8,5),(8,17),-0.0172344 # DEPENDENCYPART_SIBL
(8,5),(8,19),-0.0204075 # DEPENDENCYPART_SIBL
(8,5),(8,27),0.0469216 # DEPENDENCYPART_SIBL
(8,6),(8,7),0.00962275 # DEPENDENCYPART_SIBL
(8,6),(8,9),-0.0414765 # DEPENDENCYPART_SIBL
(8,6),(8,10),0.0379478 # DEPENDENCYPART_SIBL
(8,6),(8,11),-0.0800286 # DEPENDENCYPART_SIBL
(8,6),(8,12),-0.0209797 # DEPENDENCYPART_SIBL
(8,6),(8,13),0.0161122 # DEPENDENCYPART_SIBL
(8,6),(8,15),0.0049561 # DEPENDENCYPART_SIBL
(8,6),(8,16),0.0271965 # DEPENDENCYPART_SIBL
(8,6),(8,17),-0.0437572 # DEPENDENCYPART_SIBL
(8,6),(8,19),-0.0315308 # DEPENDENCYPART_SIBL
(8,6),(8,27),0.0049561 # DEPENDENCYPART_SIBL
(8,7),(8,9),0.333755 # DEPENDENCYPART_SIBL
(8,7),(8,10),0.10732 # DEPENDENCYPART_SIBL
(8,7),(8,11),-0.0375377 # DEPENDENCYPART_SIBL
(8,7),(8,12),0.117546 # DEPENDENCYPART_SIBL
(8,7),(8,13),0.0127341 # DEPENDENCYPART_SIBL
(8,7),(8,15),-0.0714471 # DEPENDENCYPART_SIBL
(8,7),(8,16),0.0311024 # DEPENDENCYPART_SIBL
(8,7),(8,17),0.311274 # DEPENDENCYPART_SIBL
(8,7),(8,19),0.231299 # DEPENDENCYPART_SIBL
(8,7),(8,27),-0.0714471 # DEPENDENCYPART_SIBL
(8,9),(8,10),0.00890093 # DEPENDENCYPART_SIBL
(8,9),(8,11),-0.0077119 # DEPENDENCYPART_SIBL
(8,9),(8,12),0.0161396 # DEPENDENCYPART_SIBL
(8,9),(8,13),-0.0101242 # DEPENDENCYPART_SIBL
(8,9),(8,15),0.0683471 # DEPENDENCYPART_SIBL
(8,9),(8,16),-0.0114082 # DEPENDENCYPART_SIBL
(8,9),(8,17),0.0183333 # DEPENDENCYPART_SIBL
(8,9),(8,19),0.0682644 # DEPENDENCYPART_SIBL
(8,9),(8,27),0.0683471 # DEPENDENCYPART_SIBL
(8,10),(8,11),-0.0505935 # DEPENDENCYPART_SIBL
(8,10),(8,12),0.0143551 # DEPENDENCYPART_SIBL
(8,10),(8,13),0.00260682 # DEPENDENCYPART_SIBL
(8,10),(8,15),0.0227545 # DEPENDENCYPART_SIBL
(8,10),(8,16),0.00739201 # DEPENDENCYPART_SIBL
(8,10),(8,17),0.00176811 # DEPENDENCYPART_SIBL
(8,10),(8,19),0.0558622 # DEPENDENCYPART_SIBL
(8,10),(8,27),0.0227545 # DEPENDENCYPART_SIBL
(8,11),(8,12),0.0178615 # DEPENDENCYPART_SIBL
(8,11),(8,13),-0.0217446 # DEPENDENCYPART_SIBL
(8,11),(8,15),-0.0126247 # DEPENDENCYPART_SIBL
(8,11),(8,16),-0.0232168 # DEPENDENCYPART_SIBL
(8,11),(8,17),-0.0328341 # DEPENDENCYPART_SIBL
(8,11),(8,19),0.00503652 # DEPENDENCYPART_SIBL
(8,11),(8,27),-0.0126247 # DEPENDENCYPART_SIBL
(8,12),(8,13),0.00595525 # DEPENDENCYPART_SIBL
(8,12),(8,15),0.0051638 # DEPENDENCYPART_SIBL
(8,12),(8,16),0.000338065 # DEPENDENCYPART_SIBL
(8,12),(8,17),-0.00444486 # DEPENDENCYPART_SIBL
(8,12),(8,19),0.0225718 # DEPENDENCYPART_SIBL
(8,12),(8,27),0.0051638 # DEPENDENCYPART_SIBL
(8,13),(8,15),0.0222955 # DEPENDENCYPART_SIBL
(8,13),(8,16),-0.00704566 # DEPENDENCYPART_SIBL
(8,13),(8,17),-0.00759489 # DEPENDENCYPART_SIBL
(8,13),(8,19),0.0444656 # DEPENDENCYPART_SIBL
(8,13),(8,27),0.0222955 # DEPENDENCYPART_SIBL
(8,15),(8,16),0.0471798 # DEPENDENCYPART_SIBL
(8,15),(8,17),0.0323167 # DEPENDENCYPART_SIBL
(8,15),(8,19),0.082623 # DEPENDENCYPART_SIBL
(8,15),(8,27),0.0540377 # DEPENDENCYPART_SIBL
(8,16),(8,17),-0.016223 # DEPENDENCYPART_SIBL
(8,16),(8,19),0.039344 # DEPENDENCYPART_SIBL
(8,16),(8,27),0.0180003 # DEPENDENCYPART_SIBL
(8,17),(8,19),0.0606875 # DEPENDENCYPART_SIBL
(8,17),(8,27),0.0325621 # DEPENDENCYPART_SIBL
(8,19),(8,27),0.0257255 # DEPENDENCYPART_SIBL
(9,1),(9,3),0.0286097 # DEPENDENCYPART_SIBL
(9,1),(9,5),0.0474908 # DEPENDENCYPART_SIBL
(9,1),(9,6),-0.0162344 # DEPENDENCYPART_SIBL
(9,1),(9,7),-0.00151061 # DEPENDENCYPART_SIBL
(9,1),(9,8),0.0433263 # DEPENDENCYPART_SIBL
(9,1),(9,10),0.00936838 # DEPENDENCYPART_SIBL
(9,1),(9,11),-0.0243463 # DEPENDENCYPART_SIBL
(9,1),(9,12),0.0651916 # DEPENDENCYPART_SIBL
(9,1),(9,13),0.0155012 # DEPENDENCYPART_SIBL
(9,1),(9,14),-0.00231194 # DEPENDENCYPART_SIBL
(9,1),(9,15),0.0284699 # DEPENDENCYPART_SIBL
(9,1),(9,16),0.0140512 # DEPENDENCYPART_SIBL
(9,1),(9,17),0.0363922 # DEPENDENCYPART_SIBL
(9,1),(9,21),0.0395372 # DEPENDENCYPART_SIBL
(9,1),(9,22),0.0372975 # DEPENDENCYPART_SIBL
(9,1),(9,28),0.0372975 # DEPENDENCYPART_SIBL
(9,1),(9,34),0.0793114 # DEPENDENCYPART_SIBL
(9,3),(9,5),-0.00909756 # DEPENDENCYPART_SIBL
(9,3),(9,6),-0.00219769 # DEPENDENCYPART_SIBL
(9,3),(9,7),-0.0021683 # DEPENDENCYPART_SIBL
(9,3),(9,8),-0.0138681 # DEPENDENCYPART_SIBL
(9,3),(9,10),-0.0222239 # DEPENDENCYPART_SIBL
(9,3),(9,11),-0.0528914 # DEPENDENCYPART_SIBL
(9,3),(9,12),0.0233751 # DEPENDENCYPART_SIBL
(9,3),(9,13),-0.0150831 # DEPENDENCYPART_SIBL
(9,3),(9,14),-0.00462573 # DEPENDENCYPART_SIBL
(9,3),(9,15),0.00523836 # DEPENDENCYPART_SIBL
(9,3),(9,16),-0.0137112 # DEPENDENCYPART_SIBL
(9,3),(9,17),0.0292623 # DEPENDENCYPART_SIBL
(9,3),(9,21),0.0208913 # DEPENDENCYPART_SIBL
(9,3),(9,22),0.0301605 # DEPENDENCYPART_SIBL
(9,3),(9,28),0.0301605 # DEPENDENCYPART_SIBL
(9,3),(9,34),0.0680752 # DEPENDENCYPART_SIBL
(9,5),(9,6),0.0157715 # DEPENDENCYPART_SIBL
(9,5),(9,7),-0.0591425 # DEPENDENCYPART_SIBL
(9,5),(9,8),-0.0876356 # DEPENDENCYPART_SIBL
(9,5),(9,10),0.00241775 # DEPENDENCYPART_SIBL
(9,5),(9,11),-0.0968338 # DEPENDENCYPART_SIBL
(9,5),(9,12),0.0415158 # DEPENDENCYPART_SIBL
(9,5),(9,13),-0.0226902 # DEPENDENCYPART_SIBL
(9,5),(9,14),-0.0229337 # DEPENDENCYPART_SIBL
(9,5),(9,15),0.0321408 # DEPENDENCYPART_SIBL
(9,5),(9,16),-0.0149316 # DEPENDENCYPART_SIBL
(9,5),(9,17),-0.0070004 # DEPENDENCYPART_SIBL
(9,5),(9,21),0.00900155 # DEPENDENCYPART_SIBL
(9,5),(9,22),-0.00430983 # DEPENDENCYPART_SIBL
(9,5),(9,28),-0.00431041 # DEPENDENCYPART_SIBL
(9,5),(9,34),0.0386104 # DEPENDENCYPART_SIBL
(9,6),(9,7),-0.029157 # DEPENDENCYPART_SIBL
(9,6),(9,8),-0.0214468 # DEPENDENCYPART_SIBL
(9,6),(9,10),0.00461324 # DEPENDENCYPART_SIBL
(9,6),(9,11),-0.0762357 # DEPENDENCYPART_SIBL
(9,6),(9,12),0.0184514 # DEPENDENCYPART_SIBL
(9,6),(9,13),-0.0178167 # DEPENDENCYPART_SIBL
(9,6),(9,14),-0.0198332 # DEPENDENCYPART_SIBL
(9,6),(9,15),-0.0155947 # DEPENDENCYPART_SIBL
(9,6),(9,16),-0.0141422 # DEPENDENCYPART_SIBL
(9,6),(9,17),-0.00875523 # DEPENDENCYPART_SIBL
(9,6),(9,21),-0.0462119 # DEPENDENCYPART_SIBL
(9,6),(9,22),-0.00785691 # DEPENDENCYPART_SIBL
(9,6),(9,28),-0.00504691 # DEPENDENCYPART_SIBL
(9,6),(9,34),0.0336896 # DEPENDENCYPART_SIBL
(9,7),(9,8),-0.0457096 # DEPENDENCYPART_SIBL
(9,7),(9,10),0.0575203 # DEPENDENCYPART_SIBL
(9,7),(9,11),-0.0697319 # DEPENDENCYPART_SIBL
(9,7),(9,12),0.0270598 # DEPENDENCYPART_SIBL
(9,7),(9,13),-0.0725479 # DEPENDENCYPART_SIBL
(9,7),(9,14),-0.0484894 # DEPENDENCYPART_SIBL
(9,7),(9,15),-0.0239338 # DEPENDENCYPART_SIBL
(9,7),(9,16),-0.0656663 # DEPENDENCYPART_SIBL
(9,7),(9,17),-0.00800144 # DEPENDENCYPART_SIBL
(9,7),(9,21),-0.0603182 # DEPENDENCYPART_SIBL
(9,7),(9,22),-0.00710327 # DEPENDENCYPART_SIBL
(9,7),(9,28),-0.00796655 # DEPENDENCYPART_SIBL
(9,7),(9,34),0.0126034 # DEPENDENCYPART_SIBL
(9,8),(9,10),-0.0055379 # DEPENDENCYPART_SIBL
(9,8),(9,11),-0.0996116 # DEPENDENCYPART_SIBL
(9,8),(9,12),0.0387591 # DEPENDENCYPART_SIBL
(9,8),(9,13),-0.023396 # DEPENDENCYPART_SIBL
(9,8),(9,14),-0.0247074 # DEPENDENCYPART_SIBL
(9,8),(9,15),0.0330626 # DEPENDENCYPART_SIBL
(9,8),(9,16),-0.0155386 # DEPENDENCYPART_SIBL
(9,8),(9,17),0.0190667 # DEPENDENCYPART_SIBL
(9,8),(9,21),0.0350698 # DEPENDENCYPART_SIBL
(9,8),(9,22),0.0217572 # DEPENDENCYPART_SIBL
(9,8),(9,28),0.0217567 # DEPENDENCYPART_SIBL
(9,8),(9,34),0.0341107 # DEPENDENCYPART_SIBL
(9,10),(9,11),-0.039138 # DEPENDENCYPART_SIBL
(9,10),(9,12),-0.0215723 # DEPENDENCYPART_SIBL
(9,10),(9,13),0.00442325 # DEPENDENCYPART_SIBL
(9,10),(9,14),0.115188 # DEPENDENCYPART_SIBL
(9,10),(9,15),-0.0106088 # DEPENDENCYPART_SIBL
(9,10),(9,16),0.0132394 # DEPENDENCYPART_SIBL
